condition_id,dataset,content_id,dist_id,dist_level,is_hdr,test_file,reference_file,pix_per_deg,distortion_name,repeating_content_id,JOD
t-i08-t-23-4,tid2013,t-i08,t-23,4,0,tid2013/08/i08_23_4.png,tid2013/08/i08.png,31.2467,chromatic_aberrations,-,-0.24554508
t-i08-t-23-5,tid2013,t-i08,t-23,5,0,tid2013/08/i08_23_5.png,tid2013/08/i08.png,31.2467,chromatic_aberrations,-,-0.240107099
t-i08-t-24-1,tid2013,t-i08,t-24,1,0,tid2013/08/i08_24_1.png,tid2013/08/i08.png,31.2467,sparse_sampling_and_reconstruction,-,0.065955377
t-i08-t-24-2,tid2013,t-i08,t-24,2,0,tid2013/08/i08_24_2.png,tid2013/08/i08.png,31.2467,sparse_sampling_and_reconstruction,-,-0.078438198
t-i08-t-24-3,tid2013,t-i08,t-24,3,0,tid2013/08/i08_24_3.png,tid2013/08/i08.png,31.2467,sparse_sampling_and_reconstruction,-,-0.296332086
t-i08-t-24-4,tid2013,t-i08,t-24,4,0,tid2013/08/i08_24_4.png,tid2013/08/i08.png,31.2467,sparse_sampling_and_reconstruction,-,-1.424277564
t-i08-t-24-5,tid2013,t-i08,t-24,5,0,tid2013/08/i08_24_5.png,tid2013/08/i08.png,31.2467,sparse_sampling_and_reconstruction,-,-2.726019268
t-i09-t-01-1,tid2013,t-i09,t-01,1,0,tid2013/09/i09_01_1.png,tid2013/09/i09.png,31.2467,additive_gaussian_noise,-,-0.717043631
t-i09-t-01-2,tid2013,t-i09,t-01,2,0,tid2013/09/i09_01_2.png,tid2013/09/i09.png,31.2467,additive_gaussian_noise,-,-0.969360981
t-i09-t-01-3,tid2013,t-i09,t-01,3,0,tid2013/09/i09_01_3.png,tid2013/09/i09.png,31.2467,additive_gaussian_noise,-,-1.461360045
t-i09-t-01-4,tid2013,t-i09,t-01,4,0,tid2013/09/i09_01_4.png,tid2013/09/i09.png,31.2467,additive_gaussian_noise,-,-2.067374849
t-i09-t-01-5,tid2013,t-i09,t-01,5,0,tid2013/09/i09_01_5.png,tid2013/09/i09.png,31.2467,additive_gaussian_noise,-,-2.568339795
t-i09-t-02-1,tid2013,t-i09,t-02,1,0,tid2013/09/i09_02_1.png,tid2013/09/i09.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.277730883
t-i09-t-02-2,tid2013,t-i09,t-02,2,0,tid2013/09/i09_02_2.png,tid2013/09/i09.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.206214577
t-i09-t-02-3,tid2013,t-i09,t-02,3,0,tid2013/09/i09_02_3.png,tid2013/09/i09.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.520650946
t-i09-t-02-4,tid2013,t-i09,t-02,4,0,tid2013/09/i09_02_4.png,tid2013/09/i09.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-1.130555465
t-i09-t-02-5,tid2013,t-i09,t-02,5,0,tid2013/09/i09_02_5.png,tid2013/09/i09.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-1.594038619
t-i09-t-03-1,tid2013,t-i09,t-03,1,0,tid2013/09/i09_03_1.png,tid2013/09/i09.png,31.2467,spatially_correlated_noise,-,-1.557421289
t-i09-t-03-2,tid2013,t-i09,t-03,2,0,tid2013/09/i09_03_2.png,tid2013/09/i09.png,31.2467,spatially_correlated_noise,-,-2.106683723
t-i09-t-03-3,tid2013,t-i09,t-03,3,0,tid2013/09/i09_03_3.png,tid2013/09/i09.png,31.2467,spatially_correlated_noise,-,-2.621825243
t-i09-t-03-4,tid2013,t-i09,t-03,4,0,tid2013/09/i09_03_4.png,tid2013/09/i09.png,31.2467,spatially_correlated_noise,-,-3.332872518
t-i09-t-03-5,tid2013,t-i09,t-03,5,0,tid2013/09/i09_03_5.png,tid2013/09/i09.png,31.2467,spatially_correlated_noise,-,-3.671948127
t-i09-t-04-1,tid2013,t-i09,t-04,1,0,tid2013/09/i09_04_1.png,tid2013/09/i09.png,31.2467,masked_noise,-,-0.308420971
t-i09-t-04-2,tid2013,t-i09,t-04,2,0,tid2013/09/i09_04_2.png,tid2013/09/i09.png,31.2467,masked_noise,-,-0.584194949
t-i09-t-04-3,tid2013,t-i09,t-04,3,0,tid2013/09/i09_04_3.png,tid2013/09/i09.png,31.2467,masked_noise,-,-0.669653395
t-i09-t-04-4,tid2013,t-i09,t-04,4,0,tid2013/09/i09_04_4.png,tid2013/09/i09.png,31.2467,masked_noise,-,-1.260082071
t-i09-t-04-5,tid2013,t-i09,t-04,5,0,tid2013/09/i09_04_5.png,tid2013/09/i09.png,31.2467,masked_noise,-,-1.89035681
t-i09-t-05-1,tid2013,t-i09,t-05,1,0,tid2013/09/i09_05_1.png,tid2013/09/i09.png,31.2467,high_frequency_noise,-,-0.213475449
t-i09-t-05-2,tid2013,t-i09,t-05,2,0,tid2013/09/i09_05_2.png,tid2013/09/i09.png,31.2467,high_frequency_noise,-,-0.550264423
t-i09-t-05-3,tid2013,t-i09,t-05,3,0,tid2013/09/i09_05_3.png,tid2013/09/i09.png,31.2467,high_frequency_noise,-,-1.03971418
t-i09-t-05-4,tid2013,t-i09,t-05,4,0,tid2013/09/i09_05_4.png,tid2013/09/i09.png,31.2467,high_frequency_noise,-,-1.993926852
t-i09-t-05-5,tid2013,t-i09,t-05,5,0,tid2013/09/i09_05_5.png,tid2013/09/i09.png,31.2467,high_frequency_noise,-,-2.917628985
t-i09-t-06-1,tid2013,t-i09,t-06,1,0,tid2013/09/i09_06_1.png,tid2013/09/i09.png,31.2467,impulse_noise,-,-1.068992451
t-i09-t-06-2,tid2013,t-i09,t-06,2,0,tid2013/09/i09_06_2.png,tid2013/09/i09.png,31.2467,impulse_noise,-,-1.717913652
t-i09-t-06-3,tid2013,t-i09,t-06,3,0,tid2013/09/i09_06_3.png,tid2013/09/i09.png,31.2467,impulse_noise,-,-1.937835588
t-i09-t-06-4,tid2013,t-i09,t-06,4,0,tid2013/09/i09_06_4.png,tid2013/09/i09.png,31.2467,impulse_noise,-,-2.452904354
t-i09-t-06-5,tid2013,t-i09,t-06,5,0,tid2013/09/i09_06_5.png,tid2013/09/i09.png,31.2467,impulse_noise,-,-3.063351187
t-i09-t-07-1,tid2013,t-i09,t-07,1,0,tid2013/09/i09_07_1.png,tid2013/09/i09.png,31.2467,quantization_noise,-,-1.084286157
t-i09-t-07-2,tid2013,t-i09,t-07,2,0,tid2013/09/i09_07_2.png,tid2013/09/i09.png,31.2467,quantization_noise,-,-1.481087745
t-i09-t-07-3,tid2013,t-i09,t-07,3,0,tid2013/09/i09_07_3.png,tid2013/09/i09.png,31.2467,quantization_noise,-,-1.932951497
t-i09-t-07-4,tid2013,t-i09,t-07,4,0,tid2013/09/i09_07_4.png,tid2013/09/i09.png,31.2467,quantization_noise,-,-2.700335693
t-i09-t-07-5,tid2013,t-i09,t-07,5,0,tid2013/09/i09_07_5.png,tid2013/09/i09.png,31.2467,quantization_noise,-,-3.624080443
t-i09-t-08-1,tid2013,t-i09,t-08,1,0,tid2013/09/i09_08_1.png,tid2013/09/i09.png,31.2467,gaussian_blur,-,-0.108152966
t-i09-t-08-2,tid2013,t-i09,t-08,2,0,tid2013/09/i09_08_2.png,tid2013/09/i09.png,31.2467,gaussian_blur,-,-0.830797099
t-i09-t-08-3,tid2013,t-i09,t-08,3,0,tid2013/09/i09_08_3.png,tid2013/09/i09.png,31.2467,gaussian_blur,-,-1.621595888
t-i09-t-08-4,tid2013,t-i09,t-08,4,0,tid2013/09/i09_08_4.png,tid2013/09/i09.png,31.2467,gaussian_blur,-,-2.8936663
t-i09-t-08-5,tid2013,t-i09,t-08,5,0,tid2013/09/i09_08_5.png,tid2013/09/i09.png,31.2467,gaussian_blur,-,-4.065849796
t-i09-t-09-1,tid2013,t-i09,t-09,1,0,tid2013/09/i09_09_1.png,tid2013/09/i09.png,31.2467,image_denoising,-,0.153499991
t-i09-t-09-2,tid2013,t-i09,t-09,2,0,tid2013/09/i09_09_2.png,tid2013/09/i09.png,31.2467,image_denoising,-,-0.094861824
t-i09-t-09-3,tid2013,t-i09,t-09,3,0,tid2013/09/i09_09_3.png,tid2013/09/i09.png,31.2467,image_denoising,-,-0.837415899
t-i09-t-09-4,tid2013,t-i09,t-09,4,0,tid2013/09/i09_09_4.png,tid2013/09/i09.png,31.2467,image_denoising,-,-2.298532081
t-i09-t-09-5,tid2013,t-i09,t-09,5,0,tid2013/09/i09_09_5.png,tid2013/09/i09.png,31.2467,image_denoising,-,-4.240009285
t-i09-t-10-1,tid2013,t-i09,t-10,1,0,tid2013/09/i09_10_1.png,tid2013/09/i09.png,31.2467,JPEG_compression,-,-0.092299154
t-i09-t-10-2,tid2013,t-i09,t-10,2,0,tid2013/09/i09_10_2.png,tid2013/09/i09.png,31.2467,JPEG_compression,-,-0.449366554
t-i09-t-10-3,tid2013,t-i09,t-10,3,0,tid2013/09/i09_10_3.png,tid2013/09/i09.png,31.2467,JPEG_compression,-,-1.123197904
t-i09-t-10-4,tid2013,t-i09,t-10,4,0,tid2013/09/i09_10_4.png,tid2013/09/i09.png,31.2467,JPEG_compression,-,-3.02836391
t-i09-t-10-5,tid2013,t-i09,t-10,5,0,tid2013/09/i09_10_5.png,tid2013/09/i09.png,31.2467,JPEG_compression,-,-4.39800349
t-i09-t-11-1,tid2013,t-i09,t-11,1,0,tid2013/09/i09_11_1.png,tid2013/09/i09.png,31.2467,JPEG2000_compression,-,-0.203935319
t-i09-t-11-2,tid2013,t-i09,t-11,2,0,tid2013/09/i09_11_2.png,tid2013/09/i09.png,31.2467,JPEG2000_compression,-,-0.919755131
t-i09-t-11-3,tid2013,t-i09,t-11,3,0,tid2013/09/i09_11_3.png,tid2013/09/i09.png,31.2467,JPEG2000_compression,-,-2.32401488
t-i09-t-11-4,tid2013,t-i09,t-11,4,0,tid2013/09/i09_11_4.png,tid2013/09/i09.png,31.2467,JPEG2000_compression,-,-4.247233001
t-i09-t-11-5,tid2013,t-i09,t-11,5,0,tid2013/09/i09_11_5.png,tid2013/09/i09.png,31.2467,JPEG2000_compression,-,-6.605871407
t-i09-t-12-1,tid2013,t-i09,t-12,1,0,tid2013/09/i09_12_1.png,tid2013/09/i09.png,31.2467,JPEG_transmission_errors,-,-0.172915753
t-i09-t-12-2,tid2013,t-i09,t-12,2,0,tid2013/09/i09_12_2.png,tid2013/09/i09.png,31.2467,JPEG_transmission_errors,-,-0.238428086
t-i09-t-12-3,tid2013,t-i09,t-12,3,0,tid2013/09/i09_12_3.png,tid2013/09/i09.png,31.2467,JPEG_transmission_errors,-,-1.242730028
t-i09-t-12-4,tid2013,t-i09,t-12,4,0,tid2013/09/i09_12_4.png,tid2013/09/i09.png,31.2467,JPEG_transmission_errors,-,-3.55374633
t-i09-t-12-5,tid2013,t-i09,t-12,5,0,tid2013/09/i09_12_5.png,tid2013/09/i09.png,31.2467,JPEG_transmission_errors,-,-3.854261867
t-i09-t-13-1,tid2013,t-i09,t-13,1,0,tid2013/09/i09_13_1.png,tid2013/09/i09.png,31.2467,JPEG2000_transmission_errors,-,-1.542724181
t-i09-t-13-2,tid2013,t-i09,t-13,2,0,tid2013/09/i09_13_2.png,tid2013/09/i09.png,31.2467,JPEG2000_transmission_errors,-,-2.686732714
t-i09-t-13-3,tid2013,t-i09,t-13,3,0,tid2013/09/i09_13_3.png,tid2013/09/i09.png,31.2467,JPEG2000_transmission_errors,-,-3.274871422
t-i09-t-13-4,tid2013,t-i09,t-13,4,0,tid2013/09/i09_13_4.png,tid2013/09/i09.png,31.2467,JPEG2000_transmission_errors,-,-3.681296567
t-i09-t-13-5,tid2013,t-i09,t-13,5,0,tid2013/09/i09_13_5.png,tid2013/09/i09.png,31.2467,JPEG2000_transmission_errors,-,-3.61440585
t-i09-t-14-1,tid2013,t-i09,t-14,1,0,tid2013/09/i09_14_1.png,tid2013/09/i09.png,31.2467,non_eccentricity_pattern_noise,-,-0.311329528
t-i09-t-14-2,tid2013,t-i09,t-14,2,0,tid2013/09/i09_14_2.png,tid2013/09/i09.png,31.2467,non_eccentricity_pattern_noise,-,-0.527165232
t-i09-t-14-3,tid2013,t-i09,t-14,3,0,tid2013/09/i09_14_3.png,tid2013/09/i09.png,31.2467,non_eccentricity_pattern_noise,-,0.004800743
t-i09-t-14-4,tid2013,t-i09,t-14,4,0,tid2013/09/i09_14_4.png,tid2013/09/i09.png,31.2467,non_eccentricity_pattern_noise,-,-1.598883306
t-i09-t-14-5,tid2013,t-i09,t-14,5,0,tid2013/09/i09_14_5.png,tid2013/09/i09.png,31.2467,non_eccentricity_pattern_noise,-,-2.965324704
t-i09-t-15-1,tid2013,t-i09,t-15,1,0,tid2013/09/i09_15_1.png,tid2013/09/i09.png,31.2467,local_block_wise_distortions_of_different_intensity,-,-3.452581243
t-i09-t-15-2,tid2013,t-i09,t-15,2,0,tid2013/09/i09_15_2.png,tid2013/09/i09.png,31.2467,local_block_wise_distortions_of_different_intensity,-,-3.204602587
t-i09-t-15-3,tid2013,t-i09,t-15,3,0,tid2013/09/i09_15_3.png,tid2013/09/i09.png,31.2467,local_block_wise_distortions_of_different_intensity,-,-2.988848288
t-i09-t-15-4,tid2013,t-i09,t-15,4,0,tid2013/09/i09_15_4.png,tid2013/09/i09.png,31.2467,local_block_wise_distortions_of_different_intensity,-,-2.66460734
t-i09-t-15-5,tid2013,t-i09,t-15,5,0,tid2013/09/i09_15_5.png,tid2013/09/i09.png,31.2467,local_block_wise_distortions_of_different_intensity,-,-0.258280731
t-i09-t-16-1,tid2013,t-i09,t-16,1,0,tid2013/09/i09_16_1.png,tid2013/09/i09.png,31.2467,intensity_shift,-,-0.169450285
t-i09-t-16-2,tid2013,t-i09,t-16,2,0,tid2013/09/i09_16_2.png,tid2013/09/i09.png,31.2467,intensity_shift,-,-0.006704087
t-i09-t-16-3,tid2013,t-i09,t-16,3,0,tid2013/09/i09_16_3.png,tid2013/09/i09.png,31.2467,intensity_shift,-,-0.408654446
t-i09-t-16-4,tid2013,t-i09,t-16,4,0,tid2013/09/i09_16_4.png,tid2013/09/i09.png,31.2467,intensity_shift,-,-0.247723369
t-i09-t-16-5,tid2013,t-i09,t-16,5,0,tid2013/09/i09_16_5.png,tid2013/09/i09.png,31.2467,intensity_shift,-,-1.396055664
t-i09-t-17-1,tid2013,t-i09,t-17,1,0,tid2013/09/i09_17_1.png,tid2013/09/i09.png,31.2467,contrast_change,-,-0.361679325
t-i09-t-17-2,tid2013,t-i09,t-17,2,0,tid2013/09/i09_17_2.png,tid2013/09/i09.png,31.2467,contrast_change,-,0.463693855
t-i09-t-17-3,tid2013,t-i09,t-17,3,0,tid2013/09/i09_17_3.png,tid2013/09/i09.png,31.2467,contrast_change,-,-1.26568563
t-i09-t-17-4,tid2013,t-i09,t-17,4,0,tid2013/09/i09_17_4.png,tid2013/09/i09.png,31.2467,contrast_change,-,-0.093742705
t-i09-t-17-5,tid2013,t-i09,t-17,5,0,tid2013/09/i09_17_5.png,tid2013/09/i09.png,31.2467,contrast_change,-,-2.671471758
t-i09-t-18-1,tid2013,t-i09,t-18,1,0,tid2013/09/i09_18_1.png,tid2013/09/i09.png,31.2467,change_of_color_saturation,-,-1.201670853
t-i09-t-18-2,tid2013,t-i09,t-18,2,0,tid2013/09/i09_18_2.png,tid2013/09/i09.png,31.2467,change_of_color_saturation,-,-1.758104557
t-i09-t-18-3,tid2013,t-i09,t-18,3,0,tid2013/09/i09_18_3.png,tid2013/09/i09.png,31.2467,change_of_color_saturation,-,-2.156770053
t-i09-t-18-4,tid2013,t-i09,t-18,4,0,tid2013/09/i09_18_4.png,tid2013/09/i09.png,31.2467,change_of_color_saturation,-,-2.823092395
t-i09-t-18-5,tid2013,t-i09,t-18,5,0,tid2013/09/i09_18_5.png,tid2013/09/i09.png,31.2467,change_of_color_saturation,-,-3.196550314
t-i09-t-19-1,tid2013,t-i09,t-19,1,0,tid2013/09/i09_19_1.png,tid2013/09/i09.png,31.2467,multiplicative_gaussian_noise,-,-0.570974714
t-i09-t-19-2,tid2013,t-i09,t-19,2,0,tid2013/09/i09_19_2.png,tid2013/09/i09.png,31.2467,multiplicative_gaussian_noise,-,-1.246402399
t-i09-t-19-3,tid2013,t-i09,t-19,3,0,tid2013/09/i09_19_3.png,tid2013/09/i09.png,31.2467,multiplicative_gaussian_noise,-,-1.563699551
t-i09-t-19-4,tid2013,t-i09,t-19,4,0,tid2013/09/i09_19_4.png,tid2013/09/i09.png,31.2467,multiplicative_gaussian_noise,-,-2.25004403
t-i09-t-19-5,tid2013,t-i09,t-19,5,0,tid2013/09/i09_19_5.png,tid2013/09/i09.png,31.2467,multiplicative_gaussian_noise,-,-2.751642007
t-i09-t-20-1,tid2013,t-i09,t-20,1,0,tid2013/09/i09_20_1.png,tid2013/09/i09.png,31.2467,comfort_noise,-,-0.260230038
t-i09-t-20-2,tid2013,t-i09,t-20,2,0,tid2013/09/i09_20_2.png,tid2013/09/i09.png,31.2467,comfort_noise,-,-0.427178177
t-i09-t-20-3,tid2013,t-i09,t-20,3,0,tid2013/09/i09_20_3.png,tid2013/09/i09.png,31.2467,comfort_noise,-,-1.329852656
t-i09-t-20-4,tid2013,t-i09,t-20,4,0,tid2013/09/i09_20_4.png,tid2013/09/i09.png,31.2467,comfort_noise,-,-2.283699088
t-i09-t-20-5,tid2013,t-i09,t-20,5,0,tid2013/09/i09_20_5.png,tid2013/09/i09.png,31.2467,comfort_noise,-,-3.601802637
t-i09-t-21-1,tid2013,t-i09,t-21,1,0,tid2013/09/i09_21_1.png,tid2013/09/i09.png,31.2467,lossy_compression_of_noisy_images,-,-0.649922795
t-i09-t-21-2,tid2013,t-i09,t-21,2,0,tid2013/09/i09_21_2.png,tid2013/09/i09.png,31.2467,lossy_compression_of_noisy_images,-,-1.213240686
t-i09-t-21-3,tid2013,t-i09,t-21,3,0,tid2013/09/i09_21_3.png,tid2013/09/i09.png,31.2467,lossy_compression_of_noisy_images,-,-1.929207697
t-i09-t-21-4,tid2013,t-i09,t-21,4,0,tid2013/09/i09_21_4.png,tid2013/09/i09.png,31.2467,lossy_compression_of_noisy_images,-,-2.801363644
t-i09-t-21-5,tid2013,t-i09,t-21,5,0,tid2013/09/i09_21_5.png,tid2013/09/i09.png,31.2467,lossy_compression_of_noisy_images,-,-4.800727776
t-i09-t-22-1,tid2013,t-i09,t-22,1,0,tid2013/09/i09_22_1.png,tid2013/09/i09.png,31.2467,image_color_quantization_with_dither,-,-0.321646841
t-i09-t-22-2,tid2013,t-i09,t-22,2,0,tid2013/09/i09_22_2.png,tid2013/09/i09.png,31.2467,image_color_quantization_with_dither,-,-0.431291521
t-i09-t-22-3,tid2013,t-i09,t-22,3,0,tid2013/09/i09_22_3.png,tid2013/09/i09.png,31.2467,image_color_quantization_with_dither,-,-0.752499737
t-i09-t-22-4,tid2013,t-i09,t-22,4,0,tid2013/09/i09_22_4.png,tid2013/09/i09.png,31.2467,image_color_quantization_with_dither,-,-1.983227228
t-i09-t-22-5,tid2013,t-i09,t-22,5,0,tid2013/09/i09_22_5.png,tid2013/09/i09.png,31.2467,image_color_quantization_with_dither,-,-3.717326139
t-i09-t-23-1,tid2013,t-i09,t-23,1,0,tid2013/09/i09_23_1.png,tid2013/09/i09.png,31.2467,chromatic_aberrations,-,-0.000643518
t-i09-t-23-2,tid2013,t-i09,t-23,2,0,tid2013/09/i09_23_2.png,tid2013/09/i09.png,31.2467,chromatic_aberrations,-,-0.089035408
t-i09-t-23-3,tid2013,t-i09,t-23,3,0,tid2013/09/i09_23_3.png,tid2013/09/i09.png,31.2467,chromatic_aberrations,-,-0.211319906
t-i09-t-23-4,tid2013,t-i09,t-23,4,0,tid2013/09/i09_23_4.png,tid2013/09/i09.png,31.2467,chromatic_aberrations,-,-1.10409982
t-i09-t-23-5,tid2013,t-i09,t-23,5,0,tid2013/09/i09_23_5.png,tid2013/09/i09.png,31.2467,chromatic_aberrations,-,-3.474812365
t-i09-t-24-1,tid2013,t-i09,t-24,1,0,tid2013/09/i09_24_1.png,tid2013/09/i09.png,31.2467,sparse_sampling_and_reconstruction,-,-0.305809331
t-i09-t-24-2,tid2013,t-i09,t-24,2,0,tid2013/09/i09_24_2.png,tid2013/09/i09.png,31.2467,sparse_sampling_and_reconstruction,-,-0.941428344
t-i09-t-24-3,tid2013,t-i09,t-24,3,0,tid2013/09/i09_24_3.png,tid2013/09/i09.png,31.2467,sparse_sampling_and_reconstruction,-,-2.301458618
t-i09-t-24-4,tid2013,t-i09,t-24,4,0,tid2013/09/i09_24_4.png,tid2013/09/i09.png,31.2467,sparse_sampling_and_reconstruction,-,-5.003070386
t-i09-t-24-5,tid2013,t-i09,t-24,5,0,tid2013/09/i09_24_5.png,tid2013/09/i09.png,31.2467,sparse_sampling_and_reconstruction,-,-7.163154383
t-i10-t-01-1,tid2013,t-i10,t-01,1,0,tid2013/10/i10_01_1.png,tid2013/10/i10.png,31.2467,additive_gaussian_noise,-,-0.80944361
t-i10-t-01-2,tid2013,t-i10,t-01,2,0,tid2013/10/i10_01_2.png,tid2013/10/i10.png,31.2467,additive_gaussian_noise,-,-1.092266523
t-i10-t-01-3,tid2013,t-i10,t-01,3,0,tid2013/10/i10_01_3.png,tid2013/10/i10.png,31.2467,additive_gaussian_noise,-,-1.610617382
t-i10-t-01-4,tid2013,t-i10,t-01,4,0,tid2013/10/i10_01_4.png,tid2013/10/i10.png,31.2467,additive_gaussian_noise,-,-1.931459199
t-i10-t-01-5,tid2013,t-i10,t-01,5,0,tid2013/10/i10_01_5.png,tid2013/10/i10.png,31.2467,additive_gaussian_noise,-,-2.512576062
t-i10-t-02-1,tid2013,t-i10,t-02,1,0,tid2013/10/i10_02_1.png,tid2013/10/i10.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.463533044
t-i10-t-02-2,tid2013,t-i10,t-02,2,0,tid2013/10/i10_02_2.png,tid2013/10/i10.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.644276233
t-i10-t-02-3,tid2013,t-i10,t-02,3,0,tid2013/10/i10_02_3.png,tid2013/10/i10.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.853201341
t-i10-t-02-4,tid2013,t-i10,t-02,4,0,tid2013/10/i10_02_4.png,tid2013/10/i10.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-0.968943596
t-i10-t-02-5,tid2013,t-i10,t-02,5,0,tid2013/10/i10_02_5.png,tid2013/10/i10.png,31.2467,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,-,-1.637363923
t-i10-t-03-1,tid2013,t-i10,t-03,1,0,tid2013/10/i10_03_1.png,tid2013/10/i10.png,31.2467,spatially_correlated_noise,-,-1.527332766
t-i10-t-03-2,tid2013,t-i10,t-03,2,0,tid2013/10/i10_03_2.png,tid2013/10/i10.png,31.2467,spatially_correlated_noise,-,-1.919773914
t-i10-t-03-3,tid2013,t-i10,t-03,3,0,tid2013/10/i10_03_3.png,tid2013/10/i10.png,31.2467,spatially_correlated_noise,-,-2.534395218
t-i10-t-03-4,tid2013,t-i10,t-03,4,0,tid2013/10/i10_03_4.png,tid2013/10/i10.png,31.2467,spatially_correlated_noise,-,-3.211286926
t-i10-t-03-5,tid2013,t-i10,t-03,5,0,tid2013/10/i10_03_5.png,tid2013/10/i10.png,31.2467,spatially_correlated_noise,-,-3.519302831
t-i10-t-04-1,tid2013,t-i10,t-04,1,0,tid2013/10/i10_04_1.png,tid2013/10/i10.png,31.2467,masked_noise,-,-0.603952441
t-i10-t-04-2,tid2013,t-i10,t-04,2,0,tid2013/10/i10_04_2.png,tid2013/10/i10.png,31.2467,masked_noise,-,-1.062203149
t-i10-t-04-3,tid2013,t-i10,t-04,3,0,tid2013/10/i10_04_3.png,tid2013/10/i10.png,31.2467,masked_noise,-,-1.238118262
t-i10-t-04-4,tid2013,t-i10,t-04,4,0,tid2013/10/i10_04_4.png,tid2013/10/i10.png,31.2467,masked_noise,-,-1.589330357
t-i10-t-04-5,tid2013,t-i10,t-04,5,0,tid2013/10/i10_04_5.png,tid2013/10/i10.png,31.2467,masked_noise,-,-2.135314555
t-i10-t-05-1,tid2013,t-i10,t-05,1,0,tid2013/10/i10_05_1.png,tid2013/10/i10.png,31.2467,high_frequency_noise,-,-0.539337213
t-i10-t-05-2,tid2013,t-i10,t-05,2,0,tid2013/10/i10_05_2.png,tid2013/10/i10.png,31.2467,high_frequency_noise,-,-0.760195288
t-i10-t-05-3,tid2013,t-i10,t-05,3,0,tid2013/10/i10_05_3.png,tid2013/10/i10.png,31.2467,high_frequency_noise,-,-1.341300947
t-i10-t-05-4,tid2013,t-i10,t-05,4,0,tid2013/10/i10_05_4.png,tid2013/10/i10.png,31.2467,high_frequency_noise,-,-1.968314809
t-i10-t-05-5,tid2013,t-i10,t-05,5,0,tid2013/10/i10_05_5.png,tid2013/10/i10.png,31.2467,high_frequency_noise,-,-3.205451875
t-i10-t-06-1,tid2013,t-i10,t-06,1,0,tid2013/10/i10_06_1.png,tid2013/10/i10.png,31.2467,impulse_noise,-,-1.333797195
t-i10-t-06-2,tid2013,t-i10,t-06,2,0,tid2013/10/i10_06_2.png,tid2013/10/i10.png,31.2467,impulse_noise,-,-1.683849632
t-i10-t-06-3,tid2013,t-i10,t-06,3,0,tid2013/10/i10_06_3.png,tid2013/10/i10.png,31.2467,impulse_noise,-,-1.943776006
t-i10-t-06-4,tid2013,t-i10,t-06,4,0,tid2013/10/i10_06_4.png,tid2013/10/i10.png,31.2467,impulse_noise,-,-2.666474296
t-i10-t-06-5,tid2013,t-i10,t-06,5,0,tid2013/10/i10_06_5.png,tid2013/10/i10.png,31.2467,impulse_noise,-,-2.959560481
t-i10-t-07-1,tid2013,t-i10,t-07,1,0,tid2013/10/i10_07_1.png,tid2013/10/i10.png,31.2467,quantization_noise,-,-1.030457601
t-i10-t-07-2,tid2013,t-i10,t-07,2,0,tid2013/10/i10_07_2.png,tid2013/10/i10.png,31.2467,quantization_noise,-,-1.375473481
t-i10-t-07-3,tid2013,t-i10,t-07,3,0,tid2013/10/i10_07_3.png,tid2013/10/i10.png,31.2467,quantization_noise,-,-2.073102737
t-i10-t-07-4,tid2013,t-i10,t-07,4,0,tid2013/10/i10_07_4.png,tid2013/10/i10.png,31.2467,quantization_noise,-,-2.604197849
t-i10-t-07-5,tid2013,t-i10,t-07,5,0,tid2013/10/i10_07_5.png,tid2013/10/i10.png,31.2467,quantization_noise,-,-3.684253441
t-i10-t-08-1,tid2013,t-i10,t-08,1,0,tid2013/10/i10_08_1.png,tid2013/10/i10.png,31.2467,gaussian_blur,-,-0.757887415
t-i10-t-08-2,tid2013,t-i10,t-08,2,0,tid2013/10/i10_08_2.png,tid2013/10/i10.png,31.2467,gaussian_blur,-,-1.214906311
t-i10-t-08-3,tid2013,t-i10,t-08,3,0,tid2013/10/i10_08_3.png,tid2013/10/i10.png,31.2467,gaussian_blur,-,-1.97332627
t-i10-t-08-4,tid2013,t-i10,t-08,4,0,tid2013/10/i10_08_4.png,tid2013/10/i10.png,31.2467,gaussian_blur,-,-2.998758237
t-i10-t-08-5,tid2013,t-i10,t-08,5,0,tid2013/10/i10_08_5.png,tid2013/10/i10.png,31.2467,gaussian_blur,-,-4.181881691
t-i10-t-09-1,tid2013,t-i10,t-09,1,0,tid2013/10/i10_09_1.png,tid2013/10/i10.png,31.2467,image_denoising,-,-0.628901536
t-i10-t-09-2,tid2013,t-i10,t-09,2,0,tid2013/10/i10_09_2.png,tid2013/10/i10.png,31.2467,image_denoising,-,-0.861713613
