reference_file,distorted_file,distortion_type,distortion_level,mos,jod_quality,jod_distortion
i06.png,i06_15_1.png,local_block_wise_distortions_of_different_intensity,1,3.62162,-2.70887435,2.70887435
i06.png,i06_15_2.png,local_block_wise_distortions_of_different_intensity,2,3.32432,-2.740948499,2.740948499
i06.png,i06_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.75,-2.271217671,2.271217671
i06.png,i06_15_4.png,local_block_wise_distortions_of_different_intensity,4,4.40541,-1.796372932,1.796372932
i06.png,i06_15_5.png,local_block_wise_distortions_of_different_intensity,5,4.83333,-1.266010689,1.266010689
i06.png,i06_16_1.png,intensity_shift,1,5.56757,-0.760322471,0.760322471
i06.png,i06_16_2.png,intensity_shift,2,6.25,-0.406003241,0.406003241
i06.png,i06_16_3.png,intensity_shift,3,5.08333,-1.09970647,1.09970647
i06.png,i06_16_4.png,intensity_shift,4,5.83784,-0.784620643,0.784620643
i06.png,i06_16_5.png,intensity_shift,5,4.13889,-1.873322005,1.873322005
i06.png,i06_17_1.png,contrast_change,1,5.55556,-0.818568003,0.818568003
i06.png,i06_17_2.png,contrast_change,2,6.08108,-0.50665852,0.50665852
i06.png,i06_17_3.png,contrast_change,3,4.05556,-1.944976586,1.944976586
i06.png,i06_17_4.png,contrast_change,4,5.83784,-0.83745189,0.83745189
i06.png,i06_17_5.png,contrast_change,5,3.37838,-2.860326971,2.860326971
i06.png,i06_18_1.png,change_of_color_saturation,1,5.2,-1.20773177,1.20773177
i06.png,i06_18_2.png,change_of_color_saturation,2,4.36111,-1.652473449,1.652473449
i06.png,i06_18_3.png,change_of_color_saturation,3,3.88889,-2.128858961,2.128858961
i06.png,i06_18_4.png,change_of_color_saturation,4,3.72973,-2.369747666,2.369747666
i06.png,i06_18_5.png,change_of_color_saturation,5,3.78378,-2.52786882,2.52786882
i06.png,i06_19_1.png,multiplicative_gaussian_noise,1,5.33333,-0.980709402,0.980709402
i06.png,i06_19_2.png,multiplicative_gaussian_noise,2,5.27027,-1.075690769,1.075690769
i06.png,i06_19_3.png,multiplicative_gaussian_noise,3,4.94595,-1.25751747,1.25751747
i06.png,i06_19_4.png,multiplicative_gaussian_noise,4,4.19444,-1.869444722,1.869444722
i06.png,i06_19_5.png,multiplicative_gaussian_noise,5,3.59459,-2.497787015,2.497787015
i06.png,i06_20_1.png,comfort_noise,1,5.61111,-0.694548302,0.694548302
i06.png,i06_20_2.png,comfort_noise,2,5.27778,-0.826104846,0.826104846
i06.png,i06_20_3.png,comfort_noise,3,5.59459,-0.767876844,0.767876844
i06.png,i06_20_4.png,comfort_noise,4,4.94595,-1.334083322,1.334083322
i06.png,i06_20_5.png,comfort_noise,5,3.97297,-2.158022327,2.158022327
i06.png,i06_21_1.png,lossy_compression_of_noisy_images,1,5.7027,-0.726270614,0.726270614
i06.png,i06_21_2.png,lossy_compression_of_noisy_images,2,5.11111,-1.146525036,1.146525036
i06.png,i06_21_3.png,lossy_compression_of_noisy_images,3,4.71429,-1.432051787,1.432051787
i06.png,i06_21_4.png,lossy_compression_of_noisy_images,4,3.63889,-2.390860541,2.390860541
i06.png,i06_21_5.png,lossy_compression_of_noisy_images,5,2.80556,-3.436192541,3.436192541
i06.png,i06_22_1.png,image_color_quantization_with_dither,1,5.63889,-0.688955996,0.688955996
i06.png,i06_22_2.png,image_color_quantization_with_dither,2,5.27778,-0.985824833,0.985824833
i06.png,i06_22_3.png,image_color_quantization_with_dither,3,4.16216,-1.969776076,1.969776076
i06.png,i06_22_4.png,image_color_quantization_with_dither,4,3.56757,-2.736638702,2.736638702
i06.png,i06_22_5.png,image_color_quantization_with_dither,5,2.97297,-3.401170759,3.401170759
i06.png,i06_23_1.png,chromatic_aberrations,1,5.91429,-0.669969038,0.669969038
i06.png,i06_23_2.png,chromatic_aberrations,2,5.80556,-0.620044391,0.620044391
i06.png,i06_23_3.png,chromatic_aberrations,3,5.67568,-0.741901226,0.741901226
i06.png,i06_23_4.png,chromatic_aberrations,4,5.32432,-1.027721269,1.027721269
i06.png,i06_23_5.png,chromatic_aberrations,5,2.34286,-4.12164108,4.12164108
i06.png,i06_24_1.png,sparse_sampling_and_reconstruction,1,5.83784,-0.564635086,0.564635086
i06.png,i06_24_2.png,sparse_sampling_and_reconstruction,2,5.8,-0.832736891,0.832736891
i06.png,i06_24_3.png,sparse_sampling_and_reconstruction,3,4.81081,-1.360008402,1.360008402
i06.png,i06_24_4.png,sparse_sampling_and_reconstruction,4,3.21622,-3.090965584,3.090965584
i06.png,i06_24_5.png,sparse_sampling_and_reconstruction,5,0.88889,-5.621045987,5.621045987
i07.png,i07_01_1.png,additive_gaussian_noise,1,5.68182,-0.678162569,0.678162569
i07.png,i07_01_2.png,additive_gaussian_noise,2,5.09091,-0.961150041,0.961150041
i07.png,i07_01_3.png,additive_gaussian_noise,3,4.8,-1.506275024,1.506275024
i07.png,i07_01_4.png,additive_gaussian_noise,4,4.45455,-1.742783765,1.742783765
i07.png,i07_01_5.png,additive_gaussian_noise,5,3.97619,-2.306089382,2.306089382
i07.png,i07_02_1.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,1,6.04444,-0.327541838,0.327541838
i07.png,i07_02_2.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,2,5.86364,-0.545485978,0.545485978
i07.png,i07_02_3.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,3,5.55814,-0.703337177,0.703337177
i07.png,i07_02_4.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,4,5.23256,-1.088177913,1.088177913
i07.png,i07_02_5.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,5,4.75556,-1.547973269,1.547973269
i07.png,i07_03_1.png,spatially_correlated_noise,1,4.93333,-1.238665461,1.238665461
i07.png,i07_03_2.png,spatially_correlated_noise,2,4.22727,-1.922827866,1.922827866
i07.png,i07_03_3.png,spatially_correlated_noise,3,3.73333,-2.435514414,2.435514414
i07.png,i07_03_4.png,spatially_correlated_noise,4,3.31111,-3.063235676,3.063235676
i07.png,i07_03_5.png,spatially_correlated_noise,5,2.73333,-3.708056605,3.708056605
i07.png,i07_04_1.png,masked_noise,1,5.86667,-0.422732281,0.422732281
i07.png,i07_04_2.png,masked_noise,2,6.0,-0.427765238,0.427765238
i07.png,i07_04_3.png,masked_noise,3,5.42222,-0.815871852,0.815871852
i07.png,i07_04_4.png,masked_noise,4,4.95122,-1.385701688,1.385701688
i07.png,i07_04_5.png,masked_noise,5,4.2093,-1.935838967,1.935838967
i07.png,i07_05_1.png,high_frequency_noise,1,6.04444,-0.475585932,0.475585932
i07.png,i07_05_2.png,high_frequency_noise,2,5.8,-0.538497483,0.538497483
i07.png,i07_05_3.png,high_frequency_noise,3,5.15909,-1.074421918,1.074421918
i07.png,i07_05_4.png,high_frequency_noise,4,4.27907,-1.923910118,1.923910118
i07.png,i07_05_5.png,high_frequency_noise,5,3.31818,-2.936861955,2.936861955
i07.png,i07_06_1.png,impulse_noise,1,4.83333,-1.35456129,1.35456129
i07.png,i07_06_2.png,impulse_noise,2,4.61364,-1.61571273,1.61571273
i07.png,i07_06_3.png,impulse_noise,3,4.15909,-2.132713693,2.132713693
i07.png,i07_06_4.png,impulse_noise,4,3.75,-2.506023149,2.506023149
i07.png,i07_06_5.png,impulse_noise,5,3.31818,-3.021755233,3.021755233
i07.png,i07_07_1.png,quantization_noise,1,5.5814,-0.692182567,0.692182567
i07.png,i07_07_2.png,quantization_noise,2,5.19048,-0.992047473,0.992047473
i07.png,i07_07_3.png,quantization_noise,3,4.31818,-1.898977806,1.898977806
i07.png,i07_07_4.png,quantization_noise,4,3.62222,-2.686839005,2.686839005
i07.png,i07_07_5.png,quantization_noise,5,2.83721,-3.395680818,3.395680818
i07.png,i07_08_1.png,gaussian_blur,1,5.86364,-0.406191837,0.406191837
i07.png,i07_08_2.png,gaussian_blur,2,5.53333,-0.768124075,0.768124075
i07.png,i07_08_3.png,gaussian_blur,3,4.5814,-1.566864171,1.566864171
i07.png,i07_08_4.png,gaussian_blur,4,3.42222,-2.861699265,2.861699265
i07.png,i07_08_5.png,gaussian_blur,5,2.63636,-3.957351562,3.957351562
i07.png,i07_09_1.png,image_denoising,1,6.42222,-0.24436049,0.24436049
i07.png,i07_09_2.png,image_denoising,2,6.02222,-0.383928373,0.383928373
i07.png,i07_09_3.png,image_denoising,3,5.22727,-0.988846942,0.988846942
i07.png,i07_09_4.png,image_denoising,4,3.97674,-2.31809549,2.31809549
i07.png,i07_09_5.png,image_denoising,5,2.46667,-4.083785856,4.083785856
i07.png,i07_10_1.png,JPEG_compression,1,6.13333,-0.307506794,0.307506794
i07.png,i07_10_2.png,JPEG_compression,2,5.88636,-0.586441564,0.586441564
i07.png,i07_10_3.png,JPEG_compression,3,5.04545,-1.279828066,1.279828066
i07.png,i07_10_4.png,JPEG_compression,4,3.70455,-2.680687382,2.680687382
i07.png,i07_10_5.png,JPEG_compression,5,2.22727,-4.274460391,4.274460391
i07.png,i07_11_1.png,JPEG2000_compression,1,5.48837,-0.712932129,0.712932129
i07.png,i07_11_2.png,JPEG2000_compression,2,4.51111,-1.580033017,1.580033017
i07.png,i07_11_3.png,JPEG2000_compression,3,3.43182,-2.79459555,2.79459555
i07.png,i07_11_4.png,JPEG2000_compression,4,2.42222,-4.166121262,4.166121262
i07.png,i07_11_5.png,JPEG2000_compression,5,0.97727,-5.499572692,5.499572692
i07.png,i07_12_1.png,JPEG_transmission_errors,1,5.34091,-0.875822796,0.875822796
i07.png,i07_12_2.png,JPEG_transmission_errors,2,4.72727,-1.423112765,1.423112765
i07.png,i07_12_3.png,JPEG_transmission_errors,3,3.53333,-2.802294725,2.802294725
i07.png,i07_12_4.png,JPEG_transmission_errors,4,2.86364,-3.529755323,3.529755323
i07.png,i07_12_5.png,JPEG_transmission_errors,5,2.51111,-4.041003435,4.041003435
i07.png,i07_13_1.png,JPEG2000_transmission_errors,1,4.5814,-1.571841322,1.571841322
i07.png,i07_13_2.png,JPEG2000_transmission_errors,2,4.06818,-2.291993473,2.291993473
i07.png,i07_13_3.png,JPEG2000_transmission_errors,3,3.37209,-3.042863026,3.042863026
i07.png,i07_13_4.png,JPEG2000_transmission_errors,4,2.72727,-3.898785134,3.898785134
i07.png,i07_13_5.png,JPEG2000_transmission_errors,5,2.51111,-4.006183256,4.006183256
i07.png,i07_14_1.png,non_eccentricity_pattern_noise,1,5.79545,-0.471056488,0.471056488
i07.png,i07_14_2.png,non_eccentricity_pattern_noise,2,6.15909,-0.207262696,0.207262696
i07.png,i07_14_3.png,non_eccentricity_pattern_noise,3,5.70455,-0.571116156,0.571116156
i07.png,i07_14_4.png,non_eccentricity_pattern_noise,4,5.22222,-0.976263941,0.976263941
i07.png,i07_14_5.png,non_eccentricity_pattern_noise,5,4.20455,-1.943417965,1.943417965
i07.png,i07_15_1.png,local_block_wise_distortions_of_different_intensity,1,3.63636,-2.424174491,2.424174491
i07.png,i07_15_2.png,local_block_wise_distortions_of_different_intensity,2,3.28889,-3.006842505,3.006842505
i07.png,i07_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.04545,-3.179230691,3.179230691
i07.png,i07_15_4.png,local_block_wise_distortions_of_different_intensity,4,3.34091,-2.857865159,2.857865159
i07.png,i07_15_5.png,local_block_wise_distortions_of_different_intensity,5,3.65116,-2.5038253,2.5038253
i07.png,i07_16_1.png,intensity_shift,1,6.20455,-0.19489148,0.19489148
i07.png,i07_16_2.png,intensity_shift,2,6.34884,-0.267300223,0.267300223
i07.png,i07_16_3.png,intensity_shift,3,5.93333,-0.431215619,0.431215619
i07.png,i07_16_4.png,intensity_shift,4,5.35556,-0.89788319,0.89788319
i07.png,i07_16_5.png,intensity_shift,5,4.81818,-1.265917766,1.265917766
i07.png,i07_17_1.png,contrast_change,1,5.54545,-0.711797299,0.711797299
i07.png,i07_17_2.png,contrast_change,2,6.4,-0.10714283,0.10714283
i07.png,i07_17_3.png,contrast_change,3,4.40476,-1.576903733,1.576903733
i07.png,i07_17_4.png,contrast_change,4,6.72727,-0.039238023,0.039238023
i07.png,i07_17_5.png,contrast_change,5,3.34091,-2.915276966,2.915276966
i07.png,i07_18_1.png,change_of_color_saturation,1,5.38636,-0.840377543,0.840377543
i07.png,i07_18_2.png,change_of_color_saturation,2,4.95455,-1.332274045,1.332274045
i07.png,i07_18_3.png,change_of_color_saturation,3,4.37778,-1.883022919,1.883022919
i07.png,i07_18_4.png,change_of_color_saturation,4,3.86364,-2.388291568,2.388291568
i07.png,i07_18_5.png,change_of_color_saturation,5,3.63636,-2.574233079,2.574233079
i07.png,i07_19_1.png,multiplicative_gaussian_noise,1,5.86667,-0.568700243,0.568700243
i07.png,i07_19_2.png,multiplicative_gaussian_noise,2,5.44444,-0.850050704,0.850050704
i07.png,i07_19_3.png,multiplicative_gaussian_noise,3,4.8,-1.46379744,1.46379744
i07.png,i07_19_4.png,multiplicative_gaussian_noise,4,4.11364,-2.163145495,2.163145495
i07.png,i07_19_5.png,multiplicative_gaussian_noise,5,3.70455,-2.706186226,2.706186226
i07.png,i07_20_1.png,comfort_noise,1,5.75,-0.595241235,0.595241235
i07.png,i07_20_2.png,comfort_noise,2,5.42222,-0.831107346,0.831107346
i07.png,i07_20_3.png,comfort_noise,3,4.4186,-1.694393773,1.694393773
i07.png,i07_20_4.png,comfort_noise,4,3.62222,-2.768269373,2.768269373
i07.png,i07_20_5.png,comfort_noise,5,2.93023,-3.471626386,3.471626386
i07.png,i07_21_1.png,lossy_compression_of_noisy_images,1,5.66667,-0.852057352,0.852057352
i07.png,i07_21_2.png,lossy_compression_of_noisy_images,2,4.95455,-1.260659115,1.260659115
i07.png,i07_21_3.png,lossy_compression_of_noisy_images,3,4.11111,-2.058939506,2.058939506
i07.png,i07_21_4.png,lossy_compression_of_noisy_images,4,3.38636,-3.003749207,3.003749207
i07.png,i07_21_5.png,lossy_compression_of_noisy_images,5,2.32558,-3.998062249,3.998062249
i07.png,i07_22_1.png,image_color_quantization_with_dither,1,5.93333,-0.459680386,0.459680386
i07.png,i07_22_2.png,image_color_quantization_with_dither,2,5.23256,-0.914106091,0.914106091
i07.png,i07_22_3.png,image_color_quantization_with_dither,3,4.65116,-1.470434265,1.470434265
i07.png,i07_22_4.png,image_color_quantization_with_dither,4,4.14286,-2.305338227,2.305338227
i07.png,i07_22_5.png,image_color_quantization_with_dither,5,2.65909,-3.753161793,3.753161793
i07.png,i07_23_1.png,chromatic_aberrations,1,6.02222,-0.320938239,0.320938239
i07.png,i07_23_2.png,chromatic_aberrations,2,5.73333,-0.674630683,0.674630683
i07.png,i07_23_3.png,chromatic_aberrations,3,5.04444,-1.177317178,1.177317178
i07.png,i07_23_4.png,chromatic_aberrations,4,4.2093,-1.837042973,1.837042973
i07.png,i07_23_5.png,chromatic_aberrations,5,2.64444,-3.714754889,3.714754889
i07.png,i07_24_1.png,sparse_sampling_and_reconstruction,1,5.72093,-0.611405737,0.611405737
i07.png,i07_24_2.png,sparse_sampling_and_reconstruction,2,4.93333,-1.356896502,1.356896502
i07.png,i07_24_3.png,sparse_sampling_and_reconstruction,3,3.86364,-2.510682831,2.510682831
i07.png,i07_24_4.png,sparse_sampling_and_reconstruction,4,2.25,-4.359692597,4.359692597
i07.png,i07_24_5.png,sparse_sampling_and_reconstruction,5,0.47619,-5.682696357,5.682696357
i08.png,i08_01_1.png,additive_gaussian_noise,1,5.54839,-0.176546208,0.176546208
i08.png,i08_01_2.png,additive_gaussian_noise,2,4.70968,-0.75133182,0.75133182
i08.png,i08_01_3.png,additive_gaussian_noise,3,4.83871,-0.612480492,0.612480492
i08.png,i08_01_4.png,additive_gaussian_noise,4,4.1,-1.195704374,1.195704374
i08.png,i08_01_5.png,additive_gaussian_noise,5,3.54839,-1.740074375,1.740074375
i08.png,i08_02_1.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,1,5.59375,-0.114992548,0.114992548
i08.png,i08_02_2.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,2,5.54839,-0.214796269,0.214796269
i08.png,i08_02_3.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,3,5.40625,-0.209133079,0.209133079
i08.png,i08_02_4.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,4,5.22581,-0.397754591,0.397754591
i08.png,i08_02_5.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,5,4.64516,-0.967656195,0.967656195
i08.png,i08_03_1.png,spatially_correlated_noise,1,4.64516,-0.860237651,0.860237651
i08.png,i08_03_2.png,spatially_correlated_noise,2,4.29032,-1.156122393,1.156122393
i08.png,i08_03_3.png,spatially_correlated_noise,3,3.46667,-1.862028399,1.862028399
i08.png,i08_03_4.png,spatially_correlated_noise,4,2.96875,-2.390624451,2.390624451
i08.png,i08_03_5.png,spatially_correlated_noise,5,2.34375,-3.05671689,3.05671689
i08.png,i08_04_1.png,masked_noise,1,6.06452,0.294632075,-0.294632075
i08.png,i08_04_2.png,masked_noise,2,5.83871,-0.081026276,0.081026276
i08.png,i08_04_3.png,masked_noise,3,5.625,-0.155334624,0.155334624
i08.png,i08_04_4.png,masked_noise,4,5.4375,-0.304127295,0.304127295
i08.png,i08_04_5.png,masked_noise,5,4.96774,-0.713284107,0.713284107
i08.png,i08_05_1.png,high_frequency_noise,1,5.33333,-0.242559662,0.242559662
i08.png,i08_05_2.png,high_frequency_noise,2,5.45161,-0.118511821,0.118511821
i08.png,i08_05_3.png,high_frequency_noise,3,4.71875,-0.694262591,0.694262591
i08.png,i08_05_4.png,high_frequency_noise,4,3.96774,-1.290165608,1.290165608
i08.png,i08_05_5.png,high_frequency_noise,5,3.125,-2.296476422,2.296476422
i08.png,i08_06_1.png,impulse_noise,1,4.3871,-0.985723624,0.985723624
i08.png,i08_06_2.png,impulse_noise,2,4.09375,-1.34848474,1.34848474
i08.png,i08_06_3.png,impulse_noise,3,3.93333,-1.499106506,1.499106506
i08.png,i08_06_4.png,impulse_noise,4,3.6129,-1.86042826,1.86042826
i08.png,i08_06_5.png,impulse_noise,5,3.06452,-2.260461119,2.260461119
i08.png,i08_07_1.png,quantization_noise,1,5.5,-0.231501469,0.231501469
i08.png,i08_07_2.png,quantization_noise,2,4.64516,-0.741238726,0.741238726
i08.png,i08_07_3.png,quantization_noise,3,4.16667,-1.261619639,1.261619639
i08.png,i08_07_4.png,quantization_noise,4,3.45161,-1.907132348,1.907132348
i08.png,i08_07_5.png,quantization_noise,5,2.3871,-2.891192741,2.891192741
i08.png,i08_08_1.png,gaussian_blur,1,5.21875,-0.381474964,0.381474964
i08.png,i08_08_2.png,gaussian_blur,2,4.59375,-0.906871415,0.906871415
i08.png,i08_08_3.png,gaussian_blur,3,3.90323,-1.617198606,1.617198606
i08.png,i08_08_4.png,gaussian_blur,4,2.87097,-2.667224726,2.667224726
i08.png,i08_08_5.png,gaussian_blur,5,1.96774,-3.303782747,3.303782747
i08.png,i08_09_1.png,image_denoising,1,5.70968,0.087476997,-0.087476997
i08.png,i08_09_2.png,image_denoising,2,5.875,-0.008173451,0.008173451
i08.png,i08_09_3.png,image_denoising,3,5.03125,-0.607728536,0.607728536
i08.png,i08_09_4.png,image_denoising,4,3.5,-1.964696545,1.964696545
i08.png,i08_09_5.png,image_denoising,5,1.75,-3.633986104,3.633986104
i08.png,i08_10_1.png,JPEG_compression,1,5.96774,0.048134748,-0.048134748
i08.png,i08_10_2.png,JPEG_compression,2,5.59375,-0.15745561,0.15745561
i08.png,i08_10_3.png,JPEG_compression,3,4.6875,-0.737170726,0.737170726
i08.png,i08_10_4.png,JPEG_compression,4,3.21875,-1.985109188,1.985109188
i08.png,i08_10_5.png,JPEG_compression,5,1.34375,-3.931334262,3.931334262
i08.png,i08_11_1.png,JPEG2000_compression,1,6.0,0.04562737,-0.04562737
i08.png,i08_11_2.png,JPEG2000_compression,2,5.25,-0.366462811,0.366462811
i08.png,i08_11_3.png,JPEG2000_compression,3,4.56667,-0.800617102,0.800617102
i08.png,i08_11_4.png,JPEG2000_compression,4,4.19355,-1.374912083,1.374912083
i08.png,i08_11_5.png,JPEG2000_compression,5,2.26667,-3.154217441,3.154217441
i08.png,i08_12_1.png,JPEG_transmission_errors,1,6.19355,0.191453999,-0.191453999
i08.png,i08_12_2.png,JPEG_transmission_errors,2,5.74194,0.02028525,-0.02028525
i08.png,i08_12_3.png,JPEG_transmission_errors,3,5.5,-0.22066103,0.22066103
i08.png,i08_12_4.png,JPEG_transmission_errors,4,4.8125,-0.667524139,0.667524139
i08.png,i08_12_5.png,JPEG_transmission_errors,5,4.25,-1.136985958,1.136985958
i08.png,i08_13_1.png,JPEG2000_transmission_errors,1,5.78125,-0.083926139,0.083926139
i08.png,i08_13_2.png,JPEG2000_transmission_errors,2,3.26667,-2.02477012,2.02477012
i08.png,i08_13_3.png,JPEG2000_transmission_errors,3,4.3871,-0.977454316,0.977454316
i08.png,i08_13_4.png,JPEG2000_transmission_errors,4,2.73333,-2.560427745,2.560427745
i08.png,i08_13_5.png,JPEG2000_transmission_errors,5,2.125,-3.233940622,3.233940622
i08.png,i08_14_1.png,non_eccentricity_pattern_noise,1,5.65625,-0.096169795,0.096169795
i08.png,i08_14_2.png,non_eccentricity_pattern_noise,2,5.4375,-0.183626982,0.183626982
i08.png,i08_14_3.png,non_eccentricity_pattern_noise,3,4.87097,-0.569473516,0.569473516
i08.png,i08_14_4.png,non_eccentricity_pattern_noise,4,4.75,-0.811515328,0.811515328
i08.png,i08_14_5.png,non_eccentricity_pattern_noise,5,4.0,-1.389432846,1.389432846
i08.png,i08_15_1.png,local_block_wise_distortions_of_different_intensity,1,3.77419,-1.716103633,1.716103633
i08.png,i08_15_2.png,local_block_wise_distortions_of_different_intensity,2,2.93548,-2.25108146,2.25108146
i08.png,i08_15_3.png,local_block_wise_distortions_of_different_intensity,3,3.28125,-2.204490894,2.204490894
i08.png,i08_15_4.png,local_block_wise_distortions_of_different_intensity,4,3.6875,-1.788026525,1.788026525
i08.png,i08_15_5.png,local_block_wise_distortions_of_different_intensity,5,3.51613,-1.763067243,1.763067243
i08.png,i08_16_1.png,intensity_shift,1,6.0625,0.223434691,-0.223434691
i08.png,i08_16_2.png,intensity_shift,2,5.75,-0.050498913,0.050498913
i08.png,i08_16_3.png,intensity_shift,3,5.87097,-0.05894883,0.05894883
i08.png,i08_16_4.png,intensity_shift,4,4.90323,-0.571559731,0.571559731
i08.png,i08_16_5.png,intensity_shift,5,4.56667,-0.797687046,0.797687046
i08.png,i08_17_1.png,contrast_change,1,5.40625,-0.201500544,0.201500544
i08.png,i08_17_2.png,contrast_change,2,5.58065,-0.034781903,0.034781903
i08.png,i08_17_3.png,contrast_change,3,4.1875,-1.110672819,1.110672819
i08.png,i08_17_4.png,contrast_change,4,5.06452,-0.487095651,0.487095651
i08.png,i08_17_5.png,contrast_change,5,3.25806,-2.087809172,2.087809172
i08.png,i08_18_1.png,change_of_color_saturation,1,4.25,-0.987634456,0.987634456
i08.png,i08_18_2.png,change_of_color_saturation,2,3.74194,-1.712454775,1.712454775
i08.png,i08_18_3.png,change_of_color_saturation,3,2.9375,-2.437361394,2.437361394
i08.png,i08_18_4.png,change_of_color_saturation,4,2.84375,-2.42674071,2.42674071
i08.png,i08_18_5.png,change_of_color_saturation,5,2.87097,-2.349773057,2.349773057
i08.png,i08_19_1.png,multiplicative_gaussian_noise,1,5.3871,-0.21760816,0.21760816
i08.png,i08_19_2.png,multiplicative_gaussian_noise,2,4.93548,-0.608076892,0.608076892
i08.png,i08_19_3.png,multiplicative_gaussian_noise,3,4.6875,-0.778645802,0.778645802
i08.png,i08_19_4.png,multiplicative_gaussian_noise,4,4.03226,-1.210494719,1.210494719
i08.png,i08_19_5.png,multiplicative_gaussian_noise,5,3.59375,-1.89780449,1.89780449
i08.png,i08_20_1.png,comfort_noise,1,5.87097,0.151843137,-0.151843137
i08.png,i08_20_2.png,comfort_noise,2,5.96774,0.041496928,-0.041496928
i08.png,i08_20_3.png,comfort_noise,3,5.26667,-0.271077264,0.271077264
i08.png,i08_20_4.png,comfort_noise,4,4.625,-0.851547493,0.851547493
i08.png,i08_20_5.png,comfort_noise,5,3.8125,-1.4734828,1.4734828
i08.png,i08_21_1.png,lossy_compression_of_noisy_images,1,5.6875,-0.070740387,0.070740387
i08.png,i08_21_2.png,lossy_compression_of_noisy_images,2,4.93548,-0.682632011,0.682632011
i08.png,i08_21_3.png,lossy_compression_of_noisy_images,3,4.29032,-1.009215427,1.009215427
i08.png,i08_21_4.png,lossy_compression_of_noisy_images,4,3.80645,-1.563216327,1.563216327
i08.png,i08_21_5.png,lossy_compression_of_noisy_images,5,2.67742,-2.522807638,2.522807638
i08.png,i08_22_1.png,image_color_quantization_with_dither,1,5.6129,-0.150433548,0.150433548
i08.png,i08_22_2.png,image_color_quantization_with_dither,2,5.45161,-0.301669524,0.301669524
i08.png,i08_22_3.png,image_color_quantization_with_dither,3,4.16129,-1.109972716,1.109972716
i08.png,i08_22_4.png,image_color_quantization_with_dither,4,3.0625,-2.261439079,2.261439079
i08.png,i08_22_5.png,image_color_quantization_with_dither,5,2.375,-3.096362803,3.096362803
i08.png,i08_23_1.png,chromatic_aberrations,1,6.03226,0.08352354,-0.08352354
i08.png,i08_23_2.png,chromatic_aberrations,2,6.16129,0.084312979,-0.084312979
i08.png,i08_23_3.png,chromatic_aberrations,3,5.67742,0.026097622,-0.026097622
i08.png,i08_23_4.png,chromatic_aberrations,4,5.5,-0.24554508,0.24554508
i08.png,i08_23_5.png,chromatic_aberrations,5,5.4375,-0.240107099,0.240107099
i08.png,i08_24_1.png,sparse_sampling_and_reconstruction,1,5.93548,0.065955377,-0.065955377
i08.png,i08_24_2.png,sparse_sampling_and_reconstruction,2,5.78125,-0.078438198,0.078438198
i08.png,i08_24_3.png,sparse_sampling_and_reconstruction,3,5.29032,-0.296332086,0.296332086
i08.png,i08_24_4.png,sparse_sampling_and_reconstruction,4,3.96774,-1.424277564,1.424277564
i08.png,i08_24_5.png,sparse_sampling_and_reconstruction,5,2.625,-2.726019268,2.726019268
i09.png,i09_01_1.png,additive_gaussian_noise,1,5.36364,-0.717043631,0.717043631
i09.png,i09_01_2.png,additive_gaussian_noise,2,5.0,-0.969360981,0.969360981
i09.png,i09_01_3.png,additive_gaussian_noise,3,4.54545,-1.461360045,1.461360045
i09.png,i09_01_4.png,additive_gaussian_noise,4,4.03226,-2.067374849,2.067374849
i09.png,i09_01_5.png,additive_gaussian_noise,5,3.63636,-2.568339795,2.568339795
i09.png,i09_02_1.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,1,5.87879,-0.277730883,0.277730883
i09.png,i09_02_2.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,2,6.0303,-0.206214577,0.206214577
i09.png,i09_02_3.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,3,5.5625,-0.520650946,0.520650946
i09.png,i09_02_4.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,4,4.875,-1.130555465,1.130555465
i09.png,i09_02_5.png,additive_noise_in_color_more_intensive_than_additive_noise_in_the_luminance,5,4.54545,-1.594038619,1.594038619
i09.png,i09_03_1.png,spatially_correlated_noise,1,4.60606,-1.557421289,1.557421289
i09.png,i09_03_2.png,spatially_correlated_noise,2,4.09375,-2.106683723,2.106683723
i09.png,i09_03_3.png,spatially_correlated_noise,3,3.69697,-2.621825243,2.621825243
i09.png,i09_03_4.png,spatially_correlated_noise,4,3.25,-3.332872518,3.332872518
i09.png,i09_03_5.png,spatially_correlated_noise,5,2.87879,-3.671948127,3.671948127
i09.png,i09_04_1.png,masked_noise,1,5.74194,-0.308420971,0.308420971
